episode_id,queue_id,customers,service_times,delay_times,predicted_wait,actual_wait
4296,0,7,"[8, 7, 24, 25, 19, 9, 20]","[0, 0, 0, 7, 0, 0, 57]",112,178.24456362787902
4296,1,6,"[23, 14, 16, 22, 10, 8]","[0, 0, 0, 0, 0, 0]",93,97.50153461188604
4296,2,3,"[9, 18, 22]","[0, 0, 0]",49,47.749161397821986
4297,0,6,"[10, 18, 20, 18, 7, 17]","[0, 40, 0, 0, 0, 40]",90,169.23943415533054
4297,1,3,"[6, 16, 14]","[0, 11, 0]",36,44.9179147238041
4297,2,8,"[17, 23, 12, 25, 24, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0]",170,171.5089552386956
4297,3,6,"[22, 11, 23, 25, 8, 11]","[0, 0, 0, 0, 0, 0]",100,103.52448888010915
4297,4,4,"[21, 18, 14, 15]","[0, 39, 0, 0]",68,106.43941098244953
4297,5,8,"[5, 19, 18, 8, 17, 12, 25, 8]","[0, 0, 39, 0, 0, 0, 0, 0]",112,155.99233461543133
4298,0,3,"[19, 17, 18]","[0, 8, 0]",54,64.457896197476
4298,1,12,"[16, 24, 22, 6, 25, 16, 14, 5, 21, 21, 20, 24]","[15, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0]",214,251.13968809919115
4298,2,1,[9],[0],9,6.057945905260589
4298,3,11,"[19, 16, 5, 16, 25, 18, 13, 14, 20, 11, 25]","[0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0]",182,200.20282867433372
4298,4,9,"[6, 5, 6, 14, 22, 6, 23, 16, 19]","[0, 0, 0, 0, 0, 0, 0, 5, 0]",117,123.30732895565018
4298,5,5,"[11, 7, 12, 25, 12]","[10, 0, 0, 0, 0]",67,75.54218654447257
4299,0,9,"[22, 14, 8, 8, 23, 19, 20, 10, 25]","[21, 0, 0, 0, 0, 8, 0, 0, 0]",149,180.35339521373757
4299,1,12,"[9, 25, 24, 18, 17, 24, 21, 25, 14, 22, 11, 21]","[0, 40, 0, 0, 0, 0, 0, 32, 58, 0, 0, 0]",231,361.38280513262436
4300,0,5,"[5, 23, 7, 19, 10]","[0, 0, 0, 0, 0]",64,65.96315466507086
4300,1,1,[25],[0],25,23.85495798986375
4300,2,4,"[21, 23, 21, 12]","[9, 0, 0, 0]",77,89.82562344007503
4300,3,3,"[9, 15, 15]","[0, 0, 0]",39,43.60120598142275
4300,4,4,"[14, 12, 25, 13]","[12, 0, 0, 10]",64,85.46445748082907
4301,0,12,"[8, 20, 19, 22, 10, 15, 17, 8, 5, 19, 10, 8]","[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]",161,166.11544833036956
4301,1,1,[11],[14],11,22.816669349479426
4301,2,4,"[22, 25, 5, 9]","[0, 0, 0, 11]",61,70.10490268424988
4301,3,12,"[25, 24, 19, 23, 23, 13, 18, 21, 6, 18, 18, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]",230,240.97667388452558
4301,4,1,[21],[0],21,23.95981018834988
4301,5,4,"[8, 10, 13, 15]","[0, 49, 0, 0]",46,95.21502694266088
4302,0,4,"[19, 21, 17, 7]","[14, 0, 0, 0]",64,81.20648774817391
4302,1,1,[6],[36],6,42.81186194578005
4303,0,11,"[22, 24, 24, 7, 6, 20, 13, 24, 7, 8, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0]",168,221.85780337396193
4303,1,4,"[10, 19, 23, 13]","[0, 0, 12, 0]",65,75.55931877565125
4303,2,6,"[9, 8, 24, 6, 16, 23]","[0, 12, 0, 0, 0, 0]",86,99.35268227663886
4304,0,3,"[12, 22, 10]","[0, 0, 0]",44,44.869051689891634
4304,1,3,"[9, 10, 19]","[0, 5, 15]",38,61.872735649213205
4305,0,11,"[16, 22, 13, 12, 9, 7, 5, 24, 25, 7, 13]","[0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]",153,168.26091250830268
4305,1,6,"[11, 19, 9, 24, 18, 15]","[0, 0, 0, 0, 11, 6]",96,116.32328805083195
4305,2,5,"[20, 8, 19, 9, 9]","[0, 0, 0, 0, 0]",65,69.33305017745647
4306,0,12,"[23, 14, 19, 15, 17, 10, 19, 5, 12, 10, 18, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",174,173.2971715828153
4306,1,8,"[10, 17, 9, 11, 9, 7, 13, 14]","[0, 0, 0, 0, 0, 0, 35, 0]",90,124.38864523003133
4306,2,8,"[20, 21, 13, 22, 16, 8, 6, 19]","[0, 0, 0, 0, 0, 0, 0, 0]",125,129.46869575248053
4307,0,6,"[23, 19, 17, 8, 10, 10]","[0, 0, 8, 0, 0, 0]",87,96.32793214897852
4307,1,10,"[16, 25, 23, 20, 13, 19, 25, 13, 18, 20]","[0, 0, 0, 0, 0, 0, 37, 0, 7, 27]",192,260.47779650939515
4307,2,4,"[21, 17, 12, 17]","[0, 0, 0, 0]",67,65.39453489482759
4308,0,2,"[13, 14]","[6, 0]",27,37.11045808918101
4308,1,1,[23],[0],23,27.480395785241697
4309,0,4,"[23, 24, 6, 21]","[0, 0, 24, 31]",74,131.8743814880662
4309,1,9,"[23, 14, 17, 9, 5, 16, 23, 17, 20]","[0, 0, 0, 0, 13, 0, 0, 0, 0]",144,157.25743546595245
4310,0,5,"[19, 25, 9, 21, 7]","[0, 0, 0, 0, 0]",81,82.05644802044964
4310,1,11,"[20, 11, 7, 19, 15, 7, 11, 24, 13, 23, 19]","[0, 0, 29, 0, 0, 0, 0, 57, 0, 0, 0]",169,252.0886556231128
4311,0,12,"[7, 14, 22, 25, 6, 14, 22, 5, 24, 7, 7, 17]","[10, 0, 0, 0, 0, 0, 29, 0, 47, 22, 22, 0]",170,302.3932706852985
4311,1,12,"[18, 21, 9, 16, 20, 23, 20, 6, 14, 10, 11, 19]","[0, 0, 7, 15, 0, 34, 0, 40, 0, 0, 0, 0]",187,285.8658666449094
4311,2,12,"[17, 21, 8, 23, 11, 16, 8, 5, 20, 23, 18, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",182,185.4530878038387
4312,0,11,"[23, 5, 8, 6, 11, 13, 12, 25, 22, 11, 18]","[0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0]",154,175.45370292544698
4312,1,2,"[21, 15]","[0, 0]",36,40.253882424576084
4312,2,1,[22],[0],22,23.79828723355464
4312,3,6,"[17, 12, 9, 16, 19, 23]","[0, 0, 0, 0, 32, 0]",96,125.51647523428298
4312,4,4,"[15, 10, 24, 20]","[0, 0, 0, 0]",69,68.70469136028176
4312,5,6,"[11, 9, 11, 12, 8, 21]","[13, 0, 0, 21, 0, 0]",72,109.15048677596687
4313,0,10,"[10, 12, 17, 8, 5, 22, 7, 12, 22, 12]","[0, 0, 0, 0, 0, 21, 0, 0, 0, 8]",127,155.24244299729597
4313,1,2,"[24, 24]","[0, 33]",48,79.91688612921534
4313,2,1,[11],[0],11,11.371787371187821
4313,3,6,"[15, 17, 9, 24, 9, 14]","[0, 0, 0, 0, 0, 0]",88,87.19697963789032
4314,0,10,"[6, 14, 23, 13, 17, 8, 14, 10, 8, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",136,138.75160808378095
4314,1,9,"[8, 21, 12, 12, 5, 7, 10, 17, 19]","[0, 0, 0, 0, 0, 39, 0, 0, 0]",111,149.67478404650703
4314,2,12,"[12, 7, 14, 12, 19, 22, 23, 9, 11, 9, 23, 9]","[0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0]",170,188.35316967748076
4315,0,10,"[10, 15, 10, 6, 12, 11, 19, 16, 17, 25]","[7, 30, 0, 0, 13, 0, 0, 0, 0, 0]",141,191.66756872780408
4315,1,2,"[23, 8]","[0, 0]",31,32.02513109182176
4315,2,4,"[17, 23, 5, 13]","[14, 0, 0, 0]",58,69.31869099941974
4316,0,1,[24],[0],24,26.695389784369077
4316,1,6,"[24, 25, 17, 13, 5, 10]","[0, 0, 0, 0, 0, 0]",94,95.671744106537
4316,2,9,"[14, 17, 12, 22, 17, 18, 24, 23, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",152,149.19628872303485
4316,3,11,"[21, 24, 9, 7, 25, 14, 7, 24, 14, 18, 22]","[0, 30, 0, 7, 59, 0, 27, 0, 0, 0, 0]",185,311.7183629727542
4316,4,9,"[8, 22, 22, 21, 6, 7, 8, 19, 5]","[0, 0, 0, 0, 0, 0, 44, 0, 0]",118,162.00312440571972
4316,5,4,"[14, 17, 13, 18]","[0, 0, 0, 0]",62,62.27389138817635
4317,0,4,"[8, 24, 22, 22]","[0, 0, 0, 50]",76,130.85516262500914
4317,1,8,"[6, 17, 16, 18, 21, 13, 23, 25]","[13, 0, 40, 0, 0, 0, 0, 32]",139,223.70533097730308
4317,2,4,"[20, 9, 21, 15]","[14, 0, 0, 0]",65,77.54494024146585
4317,3,8,"[23, 17, 19, 11, 16, 7, 10, 20]","[0, 30, 0, 0, 0, 0, 14, 0]",123,165.4585897030916
4318,0,4,"[17, 17, 6, 14]","[0, 9, 0, 0]",54,66.89933715192637
4318,1,5,"[7, 13, 12, 5, 10]","[36, 10, 5, 25, 14]",47,137.1879300552514
4318,2,1,[17],[0],17,16.92892958062128
4318,3,4,"[13, 12, 11, 19]","[0, 0, 0, 0]",55,55.44150711319757
4318,4,7,"[16, 8, 15, 20, 25, 19, 25]","[0, 0, 10, 0, 0, 0, 11]",128,151.28172086148302
4319,0,11,"[18, 9, 6, 10, 18, 23, 13, 7, 25, 6, 7]","[0, 0, 0, 6, 0, 0, 0, 0, 11, 0, 0]",142,158.8226942128884
4319,1,3,"[20, 24, 15]","[39, 8, 0]",59,109.62195967792398
4319,2,8,"[24, 19, 25, 19, 10, 5, 19, 17]","[0, 0, 0, 0, 0, 0, 0, 11]",138,151.86813125530597
4320,0,12,"[15, 7, 9, 13, 20, 16, 9, 9, 20, 11, 10, 21]","[27, 58, 0, 0, 0, 0, 5, 60, 30, 0, 0, 0]",160,342.0303629299687
4320,1,3,"[14, 8, 14]","[0, 0, 15]",36,54.15737077316165
4320,2,3,"[21, 9, 25]","[0, 0, 0]",55,53.44616349212123
4320,3,7,"[8, 21, 23, 12, 23, 15, 6]","[7, 0, 0, 0, 0, 0, 0]",108,115.11621862774865
4320,4,1,[17],[0],17,21.35868734025772
4320,5,11,"[16, 20, 9, 22, 14, 17, 19, 5, 7, 24, 24]","[0, 0, 0, 0, 33, 0, 0, 12, 0, 0, 0]",177,225.92843080633202
4321,0,11,"[19, 12, 25, 14, 17, 25, 15, 23, 11, 19, 24]","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",204,207.989306255911
4321,1,8,"[12, 16, 9, 12, 6, 10, 14, 21]","[33, 0, 0, 0, 0, 0, 0, 0]",100,134.57905487088325
4321,2,11,"[21, 7, 6, 12, 8, 14, 19, 8, 15, 6, 12]","[0, 0, 0, 0, 0, 0, 32, 15, 0, 0, 0]",128,177.76020008354078
4321,3,6,"[8, 6, 13, 21, 23, 5]","[0, 0, 39, 0, 0, 0]",76,117.51903535914039
4321,4,7,"[10, 8, 10, 10, 17, 15, 18]","[0, 0, 0, 0, 0, 0, 28]",88,119.65933614230686
4321,5,4,"[15, 18, 19, 19]","[12, 0, 0, 0]",71,87.58375539559599
4322,0,10,"[10, 24, 15, 15, 9, 11, 9, 24, 5, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,145.29249400598047
4322,1,9,"[14, 15, 11, 20, 23, 21, 9, 7, 23]","[0, 26, 0, 0, 0, 0, 0, 0, 0]",143,169.4603417459973
4322,2,6,"[16, 18, 5, 20, 17, 17]","[0, 0, 0, 0, 23, 14]",93,132.31161686581694
4322,3,4,"[18, 9, 22, 15]","[0, 48, 0, 0]",64,111.84451482414568
4323,0,1,[14],[0],14,16.906721549657256
4323,1,1,[22],[0],22,19.078043741325665
4324,0,8,"[19, 9, 5, 12, 7, 14, 9, 5]","[0, 0, 12, 0, 0, 42, 14, 9]",80,155.91950636241276
4324,1,12,"[5, 20, 8, 23, 14, 10, 13, 7, 16, 13, 10, 25]","[0, 13, 0, 0, 0, 0, 7, 36, 0, 0, 7, 0]",164,228.3730279481905
4324,2,8,"[21, 25, 15, 5, 25, 10, 9, 16]","[0, 0, 0, 0, 0, 0, 0, 0]",126,127.93099242358792
4324,3,11,"[15, 19, 19, 25, 20, 16, 25, 8, 20, 21, 18]","[0, 0, 0, 0, 0, 13, 0, 14, 0, 0, 9]",206,245.04514413188298
4324,4,12,"[15, 25, 16, 21, 11, 20, 11, 14, 19, 12, 8, 21]","[29, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0]",193,259.8054423688722
4324,5,4,"[5, 13, 6, 23]","[0, 0, 0, 0]",47,46.43020747739658
4325,0,12,"[21, 15, 13, 7, 18, 25, 17, 19, 14, 19, 9, 12]","[52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",189,240.00666444964912
4325,1,4,"[19, 15, 23, 7]","[0, 0, 0, 0]",64,62.14601835491701
4325,2,11,"[7, 5, 9, 24, 8, 23, 11, 18, 12, 21, 24]","[0, 0, 0, 0, 0, 0, 25, 0, 56, 0, 0]",162,244.90691324067598
4325,3,3,"[25, 16, 6]","[0, 0, 24]",47,68.91620502687631
4325,4,2,"[23, 9]","[0, 0]",32,31.761592151974792
4326,0,5,"[12, 24, 6, 19, 11]","[5, 32, 0, 0, 0]",72,110.55476174413587
4326,1,7,"[17, 16, 23, 24, 7, 12, 17]","[0, 0, 0, 0, 5, 0, 0]",116,123.00328664610451
4326,2,10,"[25, 8, 20, 22, 25, 9, 23, 10, 13, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",178,177.27238371284795
4326,3,8,"[15, 13, 19, 15, 15, 20, 25, 7]","[0, 0, 0, 0, 0, 0, 11, 0]",129,144.8776935573033
4326,4,9,"[5, 16, 24, 10, 15, 14, 22, 13, 23]","[0, 0, 0, 0, 0, 51, 0, 0, 8]",142,199.10363929153212
4326,5,10,"[7, 25, 10, 11, 15, 17, 20, 25, 13, 14]","[0, 0, 0, 25, 0, 0, 22, 0, 0, 0]",157,204.92339498169554
4327,0,11,"[7, 22, 12, 7, 7, 6, 15, 5, 23, 13, 6]","[0, 0, 15, 0, 0, 6, 0, 0, 0, 0, 8]",123,153.32220042512117
4327,1,10,"[21, 24, 13, 11, 22, 10, 17, 10, 5, 19]","[8, 0, 0, 0, 31, 0, 9, 0, 0, 39]",152,242.69175812291618
4327,2,2,"[13, 7]","[0, 0]",20,22.8325593618582
4328,0,12,"[8, 10, 15, 25, 20, 20, 17, 19, 13, 11, 14, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0]",193,211.21197327905992
4328,1,2,"[9, 17]","[0, 0]",26,24.200784988001182
4328,2,5,"[24, 15, 24, 15, 7]","[0, 0, 0, 7, 44]",85,140.01901619862807
4328,3,2,"[11, 22]","[8, 0]",33,43.104727249231914
4328,4,9,"[10, 10, 19, 19, 6, 10, 5, 10, 9]","[31, 39, 0, 0, 0, 0, 0, 0, 0]",98,172.1822346408928
4329,0,5,"[15, 21, 9, 21, 21]","[0, 0, 0, 0, 11]",87,101.8703943943033
4329,1,8,"[23, 8, 12, 24, 17, 13, 21, 15]","[20, 10, 0, 0, 0, 0, 0, 0]",133,162.12001554173608
4329,2,11,"[18, 11, 12, 24, 22, 22, 22, 18, 21, 9, 6]","[0, 9, 57, 0, 0, 0, 0, 0, 0, 0, 12]",185,261.5541051468878
4329,3,2,"[20, 17]","[0, 0]",37,40.458178478621335
4329,4,9,"[12, 14, 15, 24, 18, 15, 6, 8, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 42]",129,168.89267924197614
4330,0,10,"[22, 13, 8, 25, 8, 24, 7, 11, 23, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,170.94717575488315
4330,1,6,"[24, 19, 10, 12, 19, 17]","[0, 0, 0, 0, 0, 0]",101,98.36578979186952
4330,2,4,"[7, 21, 25, 19]","[0, 11, 0, 0]",72,84.15587392964575
4330,3,7,"[19, 24, 8, 7, 24, 8, 20]","[9, 0, 0, 0, 0, 0, 0]",110,117.97410825891053
4331,0,9,"[25, 18, 21, 14, 19, 23, 9, 6, 14]","[35, 0, 0, 0, 0, 0, 33, 0, 0]",149,214.30204574631026
4331,1,10,"[10, 11, 23, 7, 15, 8, 25, 17, 6, 14]","[0, 0, 0, 8, 0, 25, 0, 0, 0, 0]",136,168.08334213864828
4332,0,1,[23],[0],23,24.340971525990405
4332,1,12,"[15, 13, 15, 10, 12, 16, 12, 20, 24, 22, 15, 16]","[0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 12]",190,229.06340606988795
4332,2,2,"[10, 22]","[0, 0]",32,29.432156355091834
4333,0,9,"[13, 21, 12, 10, 21, 19, 6, 25, 13]","[8, 0, 0, 0, 0, 0, 0, 0, 0]",140,151.0209935545584
4333,1,7,"[12, 16, 24, 24, 24, 17, 22]","[0, 0, 0, 0, 0, 0, 13]",139,154.66272152643094
4334,0,3,"[22, 15, 16]","[0, 29, 0]",53,81.09593893819857
4334,1,2,"[23, 12]","[0, 0]",35,35.071369848322526
4334,2,8,"[24, 19, 11, 18, 8, 20, 12, 12]","[0, 0, 0, 23, 0, 0, 0, 0]",124,150.98908546662787
4334,3,6,"[7, 13, 13, 9, 11, 25]","[0, 0, 0, 0, 0, 0]",78,78.10585489799396
4334,4,9,"[13, 14, 25, 13, 20, 23, 25, 23, 10]","[0, 31, 0, 0, 0, 0, 12, 0, 0]",166,206.59377200211844
4334,5,6,"[11, 6, 8, 19, 22, 23]","[0, 23, 0, 0, 0, 0]",89,113.57534600275578
4335,0,10,"[8, 10, 21, 25, 22, 16, 9, 8, 15, 15]","[0, 0, 0, 0, 0, 0, 0, 15, 0, 15]",149,182.9737463892747
4335,1,4,"[8, 24, 7, 14]","[33, 0, 0, 0]",53,83.98314936410237
4335,2,4,"[24, 23, 13, 7]","[0, 0, 0, 13]",67,84.04172374935742
4335,3,11,"[24, 6, 24, 16, 17, 24, 18, 18, 11, 12, 16]","[0, 13, 0, 0, 0, 0, 54, 0, 0, 0, 0]",186,253.69002477933307
4335,4,2,"[24, 13]","[0, 0]",37,39.709246356167014
4336,0,11,"[16, 12, 5, 12, 25, 11, 10, 9, 15, 7, 20]","[0, 0, 0, 0, 0, 15, 13, 0, 0, 0, 0]",142,168.2979901199913
4336,1,3,"[25, 8, 21]","[0, 14, 27]",54,95.54862523009763
4336,2,11,"[16, 12, 11, 21, 16, 16, 14, 14, 25, 8, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",178,177.6862858553206
4336,3,5,"[8, 11, 21, 7, 10]","[0, 11, 0, 0, 0]",57,66.04255116074688
4337,0,10,"[15, 5, 5, 15, 24, 18, 7, 5, 13, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",125,128.11033558408096
4337,1,2,"[20, 24]","[0, 0]",44,46.20817309007193
4337,2,5,"[20, 22, 16, 23, 16]","[6, 0, 0, 48, 10]",97,162.11954946626577
4337,3,2,"[24, 10]","[0, 0]",34,35.213282497176046
4337,4,11,"[23, 9, 10, 11, 15, 12, 21, 9, 23, 15, 17]","[56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",165,225.08227597412588
4337,5,3,"[6, 6, 12]","[13, 0, 0]",24,41.958923354983206
4338,0,9,"[24, 21, 25, 17, 8, 20, 14, 21, 9]","[0, 0, 0, 0, 14, 0, 0, 24, 0]",159,196.52336289550752
4338,1,6,"[25, 17, 9, 13, 10, 9]","[0, 0, 0, 0, 0, 0]",83,84.84013463595298
4338,2,11,"[14, 21, 24, 16, 21, 5, 7, 19, 23, 8, 5]","[0, 11, 0, 0, 0, 0, 20, 0, 13, 0, 0]",163,209.2407899102107
4338,3,9,"[20, 25, 15, 12, 22, 10, 10, 11, 25]","[24, 0, 0, 0, 0, 0, 9, 0, 0]",150,187.54073191781458
4338,4,1,[21],[0],21,24.549412782169583
4338,5,12,"[8, 8, 9, 16, 20, 10, 19, 24, 20, 6, 19, 21]","[0, 0, 6, 0, 0, 0, 0, 0, 0, 48, 0, 0]",180,232.8448964682206
4339,0,1,[21],[0],21,24.134946327116694
4339,1,12,"[15, 7, 15, 6, 11, 19, 6, 20, 20, 16, 18, 16]","[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]",169,174.08686706678452
4340,0,3,"[17, 22, 12]","[0, 0, 0]",51,50.88258003423398
4340,1,3,"[16, 23, 16]","[8, 0, 0]",55,66.07904017975227
4340,2,12,"[8, 7, 23, 15, 25, 22, 23, 9, 20, 24, 11, 13]","[0, 58, 0, 0, 0, 0, 0, 57, 0, 39, 0, 0]",200,358.7638395231809
4340,3,1,[22],[0],22,19.16346511020022
4340,4,7,"[15, 17, 8, 15, 5, 19, 25]","[13, 0, 0, 0, 0, 0, 12]",104,127.95204327349465
4340,5,1,[23],[0],23,26.41280721575849
4341,0,12,"[23, 14, 10, 19, 22, 20, 20, 15, 14, 12, 19, 13]","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35]",201,254.12186171824524
4341,1,9,"[17, 14, 6, 9, 12, 7, 20, 5, 17]","[0, 24, 0, 0, 0, 0, 0, 0, 0]",107,133.9384395754186
4342,0,8,"[14, 22, 9, 5, 12, 6, 22, 20]","[0, 11, 0, 0, 7, 0, 10, 0]",110,135.32355802481814
4342,1,5,"[14, 18, 9, 13, 10]","[0, 0, 0, 0, 0]",64,66.97321684270068
4343,0,10,"[14, 24, 18, 24, 13, 6, 18, 21, 22, 11]","[0, 0, 0, 0, 0, 30, 0, 0, 0, 0]",171,204.70329866007398
4343,1,12,"[11, 15, 20, 16, 14, 24, 17, 8, 9, 19, 6, 11]","[0, 12, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0]",170,224.09608568270383
4343,2,8,"[11, 7, 10, 25, 5, 5, 18, 15]","[0, 0, 0, 0, 0, 0, 0, 0]",96,99.51004410722152
4343,3,5,"[8, 19, 23, 7, 18]","[0, 0, 0, 15, 0]",75,90.97180300162502
4343,4,10,"[8, 16, 11, 13, 17, 22, 12, 8, 6, 5]","[0, 0, 0, 0, 0, 15, 0, 0, 0, 0]",118,131.53655601576486
4344,0,11,"[8, 24, 16, 25, 18, 18, 12, 22, 9, 24, 16]","[39, 0, 0, 0, 0, 28, 0, 0, 0, 27, 5]",192,295.0081944266451
4344,1,6,"[12, 12, 24, 16, 18, 24]","[0, 0, 0, 0, 0, 0]",106,106.22868521728162
4344,2,4,"[12, 10, 23, 24]","[9, 0, 24, 0]",69,105.64522856919487
4344,3,8,"[17, 24, 17, 12, 5, 23, 19, 18]","[0, 0, 0, 0, 0, 0, 0, 0]",135,137.05513401045263
4345,0,11,"[23, 12, 17, 13, 8, 21, 24, 20, 20, 19, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",196,193.71480933080832
4345,1,6,"[6, 10, 23, 20, 20, 9]","[0, 0, 0, 0, 0, 12]",88,97.59663643507044
4345,2,6,"[21, 14, 23, 6, 20, 15]","[0, 0, 0, 0, 7, 0]",99,106.1861250451459
4345,3,1,[9],[0],9,8.048477296369754
4345,4,5,"[11, 22, 17, 22, 25]","[0, 0, 0, 0, 11]",97,105.29228827959538
4346,0,11,"[14, 6, 15, 20, 21, 6, 20, 22, 12, 24, 10]","[0, 0, 0, 0, 15, 0, 0, 14, 0, 34, 0]",170,230.554494023899
4346,1,8,"[21, 25, 24, 9, 11, 7, 6, 10]","[10, 0, 6, 0, 0, 0, 0, 0]",113,133.94078434739953
4347,0,2,"[6, 6]","[0, 0]",12,9.572431749043481
4347,1,6,"[15, 8, 11, 5, 25, 10]","[0, 0, 7, 0, 0, 0]",74,82.76798005048288
4347,2,8,"[6, 13, 21, 6, 15, 20, 23, 22]","[9, 0, 0, 0, 0, 0, 0, 0]",126,138.43307058342776
4348,0,8,"[20, 18, 12, 6, 19, 17, 25, 17]","[0, 0, 0, 0, 0, 0, 0, 0]",134,134.85184354977767
4348,1,8,"[23, 23, 24, 19, 13, 22, 5, 14]","[33, 0, 0, 0, 26, 15, 0, 0]",143,221.87012037733172
4348,2,4,"[18, 5, 20, 21]","[0, 0, 7, 0]",64,70.7653210676987
4348,3,6,"[22, 5, 9, 9, 19, 15]","[0, 0, 0, 0, 0, 0]",79,77.9692014703361
4348,4,11,"[13, 14, 10, 5, 20, 17, 21, 6, 11, 6, 21]","[0, 28, 0, 36, 0, 0, 0, 0, 13, 0, 0]",144,223.23408697928627
4348,5,9,"[8, 8, 19, 21, 12, 5, 10, 6, 17]","[0, 0, 0, 46, 0, 0, 0, 0, 0]",106,150.84142301290385
4349,0,10,"[22, 14, 6, 14, 14, 21, 15, 24, 7, 7]","[0, 0, 0, 20, 0, 13, 0, 0, 0, 0]",144,179.00715157700526
4349,1,4,"[9, 11, 9, 20]","[0, 0, 0, 0]",49,47.510278655160356
4349,2,11,"[5, 22, 20, 23, 13, 17, 17, 13, 15, 22, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",173,177.7057443168112
4349,3,11,"[11, 6, 9, 13, 9, 8, 16, 7, 15, 13, 19]","[0, 0, 0, 0, 10, 0, 13, 0, 45, 0, 0]",126,194.99291203585489
4350,0,10,"[17, 8, 10, 24, 16, 16, 11, 10, 23, 24]","[0, 0, 48, 0, 0, 0, 8, 0, 0, 7]",159,225.15213798908522
4350,1,3,"[22, 6, 5]","[12, 9, 40]",33,94.04718837222214
4350,2,6,"[13, 21, 16, 23, 21, 18]","[0, 0, 45, 0, 9, 27]",112,194.11098349437665
4350,3,11,"[10, 7, 17, 11, 23, 21, 13, 9, 6, 15, 22]","[38, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0]",154,219.29907939911607
4350,4,1,[23],[34],23,56.643323133953395
4350,5,12,"[19, 13, 6, 21, 5, 16, 17, 18, 8, 16, 7, 7]","[33, 0, 0, 0, 8, 0, 39, 0, 0, 0, 0, 0]",153,230.36765072915586
4351,0,1,[21],[54],21,74.82421798097312
4351,1,12,"[6, 17, 10, 19, 24, 8, 9, 18, 25, 17, 15, 22]","[13, 25, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0]",190,285.80784916588885
4351,2,6,"[14, 19, 25, 9, 20, 22]","[0, 0, 0, 0, 22, 0]",109,128.52554091607087
4351,3,4,"[12, 14, 15, 14]","[0, 0, 0, 0]",55,54.56304848996493
4351,4,9,"[15, 10, 24, 16, 9, 7, 17, 14, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 7]",136,144.7125897455077
4351,5,1,[9],[8],9,20.696070822290654
4352,0,2,"[18, 9]","[0, 0]",27,27.712541743493
4352,1,3,"[15, 8, 7]","[0, 40, 0]",30,71.06550140268578
4352,2,1,[14],[0],14,17.89646688145935
4352,3,4,"[25, 21, 21, 8]","[0, 7, 38, 0]",75,121.09703610835301
4352,4,4,"[10, 15, 23, 21]","[0, 15, 0, 0]",69,83.24430157705946
4353,0,11,"[6, 22, 11, 21, 20, 19, 12, 25, 19, 25, 17]","[0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0]",197,212.79656125229548
4353,1,4,"[13, 5, 20, 23]","[0, 22, 0, 0]",61,80.42413640408266
4353,2,12,"[9, 14, 25, 12, 8, 17, 21, 18, 16, 17, 25, 8]","[0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 39, 0]",190,285.8921113918843
4353,3,11,"[17, 6, 14, 13, 16, 22, 22, 6, 24, 22, 5]","[0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 27]",167,224.2381492000396
4353,4,2,"[21, 19]","[0, 14]",40,52.83899089977055
